Fuel Type,Model Year,Engine Size,Cylinders,Fuel Consumption City
Reg. Gasoline,2003,4.6,8.0,17.0
Reg. Gasoline,2003,5.4,8.0,18.2
Prm. Gasoline,2003,5.4,8.0,21.4
Reg. Gasoline,2003,4.2,6.0,17.2
Reg. Gasoline,2003,4.2,6.0,16.1
Reg. Gasoline,2003,4.6,8.0,17.8
Reg. Gasoline,2003,4.6,8.0,18.8
Reg. Gasoline,2003,5.4,8.0,19.0
Natural Gas,2003,5.4,8.0,21.1
Reg. Gasoline,2003,2.0,4.0,10.2
Reg. Gasoline,2003,2.0,4.0,9.9
Reg. Gasoline,2003,2.0,4.0,10.6
Reg. Gasoline,2003,2.0,4.0,10.3
Reg. Gasoline,2003,2.0,4.0,10.2
Reg. Gasoline,2003,2.0,4.0,9.9
Reg. Gasoline,2003,2.0,4.0,10.6
Reg. Gasoline,2003,2.0,4.0,10.3
Reg. Gasoline,2003,4.6,8.0,15.3
Prm. Gasoline,2003,4.6,8.0,15.6
Reg. Gasoline,2003,3.8,6.0,13.8
Reg. Gasoline,2003,3.8,6.0,13.5
Reg. Gasoline,2003,4.6,8.0,14.8
Reg. Gasoline,2003,4.6,8.0,14.9
Reg. Gasoline,2003,4.6,8.0,15.1
Reg. Gasoline,2003,4.6,8.0,15.4
Reg. Gasoline,2003,4.6,8.0,16.1
Reg. Gasoline,2003,2.3,4.0,11.8
Reg. Gasoline,2003,2.3,4.0,11.2
Reg. Gasoline,2003,3.0,6.0,15.5
Reg. Gasoline,2003,3.0,6.0,14.2
Reg. Gasoline,2003,4.0,6.0,17.0
Reg. Gasoline,2003,4.0,6.0,17.1
Reg. Gasoline,2003,4.0,6.0,17.1
Reg. Gasoline,2003,4.0,6.0,17.1
Reg. Gasoline,2003,3.0,6.0,15.5
Ethanol (E85),2003,3.0,6.0,20.4
Reg. Gasoline,2003,3.0,6.0,13.3
Reg. Gasoline,2003,3.0,6.0,13.0
Reg. Gasoline,2003,3.0,6.0,13.8
Ethanol (E85),2003,3.0,6.0,18.7
Reg. Gasoline,2003,3.0,6.0,14.3
Reg. Gasoline,2003,3.0,6.0,13.8
Prm. Gasoline,2003,3.9,8.0,15.0
Prm. Gasoline,2003,3.9,8.0,14.8
Reg. Gasoline,2003,3.8,6.0,14.8
Reg. Gasoline,2003,3.8,6.0,15.2
Reg. Gasoline,2003,4.3,6.0,18.0
Reg. Gasoline,2003,4.3,6.0,17.8
Reg. Gasoline,2003,4.8,8.0,17.2
Reg. Gasoline,2003,4.8,8.0,18.4
Reg. Gasoline,2003,5.3,8.0,17.3
Reg. Gasoline,2003,4.8,8.0,18.3
Reg. Gasoline,2003,5.3,8.0,18.7
Reg. Gasoline,2003,5.3,8.0,18.7
Ethanol (E85),2003,5.3,8.0,24.9
Reg. Gasoline,2003,5.3,8.0,18.7
Reg. Gasoline,2003,5.3,8.0,18.7
Ethanol (E85),2003,5.3,8.0,24.9
Reg. Gasoline,2003,6.0,8.0,24.6
Reg. Gasoline,2003,4.2,6.0,17.3
Reg. Gasoline,2003,4.2,6.0,17.4
Reg. Gasoline,2003,4.2,6.0,17.3
Reg. Gasoline,2003,5.3,8.0,17.3
Reg. Gasoline,2003,4.2,6.0,17.4
Reg. Gasoline,2003,5.3,8.0,18.8
Reg. Gasoline,2003,4.3,6.0,18.6
Reg. Gasoline,2003,5.3,8.0,19.7
Reg. Gasoline,2003,4.3,6.0,18.6
Reg. Gasoline,2003,5.3,8.0,19.0
Reg. Gasoline,2003,5.3,8.0,19.9
Reg. Gasoline,2003,5.3,8.0,19.7
Reg. Gasoline,2003,4.3,6.0,17.3
Reg. Gasoline,2003,4.3,6.0,19.7
Reg. Gasoline,2003,4.3,6.0,18.7
Reg. Gasoline,2003,4.3,6.0,19.5
Reg. Gasoline,2003,4.8,8.0,18.3
Reg. Gasoline,2003,4.8,8.0,20.3
Reg. Gasoline,2003,5.3,8.0,18.8
Reg. Gasoline,2003,6.0,8.0,21.1
Reg. Gasoline,2003,4.8,8.0,18.2
Reg. Gasoline,2003,5.3,8.0,19.6
Reg. Gasoline,2003,5.3,8.0,19.6
Ethanol (E85),2003,5.3,8.0,24.9
Reg. Gasoline,2003,6.0,8.0,21.1
Reg. Gasoline,2003,6.0,8.0,21.1
Reg. Gasoline,2003,5.3,8.0,19.6
Reg. Gasoline,2003,5.3,8.0,19.6
Ethanol (E85),2003,5.3,8.0,24.9
Reg. Gasoline,2003,4.3,6.0,17.4
Reg. Gasoline,2003,4.3,6.0,17.3
Reg. Gasoline,2003,4.3,6.0,18.0
Reg. Gasoline,2003,4.3,6.0,19.1
Reg. Gasoline,2003,6.0,8.0,23.6
Natural Gas,2003,6.0,8.0,21.8
Natural Gas,2003,6.0,8.0,21.8
Reg. Gasoline,2003,2.2,4.0,14.2
Reg. Gasoline,2003,2.2,4.0,13.0
Reg. Gasoline,2003,4.3,6.0,17.3
Reg. Gasoline,2003,4.3,6.0,16.4
Reg. Gasoline,2003,4.3,6.0,17.3
Reg. Gasoline,2003,4.3,6.0,19.7
Reg. Gasoline,2003,2.4,4.0,11.0
Reg. Gasoline,2003,2.4,4.0,10.3
Reg. Gasoline,2003,3.0,6.0,12.7
Reg. Gasoline,2003,3.0,6.0,13.0
Reg. Gasoline,2003,1.7,4.0,9.4
Reg. Gasoline,2003,1.7,4.0,8.7
Reg. Gasoline,2003,2.0,4.0,10.5
Reg. Gasoline,2003,1.3,4.0,6.0
Reg. Gasoline,2003,1.7,4.0,9.5
Reg. Gasoline,2003,1.7,4.0,8.7
Reg. Gasoline,2003,2.4,4.0,12.1
Reg. Gasoline,2003,2.4,4.0,12.5
Reg. Gasoline,2003,2.4,4.0,11.9
Reg. Gasoline,2003,2.4,4.0,12.5
Reg. Gasoline,2003,2.4,4.0,12.5
Reg. Gasoline,2003,1.0,3.0,4.9
Reg. Gasoline,2003,3.5,6.0,14.5
Reg. Gasoline,2003,3.5,6.0,15.4
Prm. Gasoline,2003,2.0,4.0,13.1
Reg. Gasoline,2003,1.5,4.0,10.2
Reg. Gasoline,2003,1.5,4.0,9.6
Reg. Gasoline,2003,1.6,4.0,10.2
Reg. Gasoline,2003,1.6,4.0,9.4
Reg. Gasoline,2003,2.0,4.0,11.0
Reg. Gasoline,2003,2.0,4.0,11.0
Reg. Gasoline,2003,2.4,4.0,13.2
Reg. Gasoline,2003,2.7,6.0,13.1
Reg. Gasoline,2003,2.7,6.0,14.5
Reg. Gasoline,2003,2.4,4.0,12.3
Reg. Gasoline,2003,2.7,6.0,13.8
Reg. Gasoline,2003,2.0,4.0,11.5
Reg. Gasoline,2003,2.0,4.0,11.6
Reg. Gasoline,2003,2.7,6.0,13.5
Reg. Gasoline,2003,2.7,6.0,13.7
Reg. Gasoline,2003,2.7,6.0,14.5
Reg. Gasoline,2003,3.5,6.0,15.5
Reg. Gasoline,2003,3.5,6.0,16.0
Prm. Gasoline,2003,4.5,8.0,17.7
Prm. Gasoline,2003,3.5,6.0,14.2
Prm. Gasoline,2003,3.5,6.0,13.3
Reg. Gasoline,2003,3.5,6.0,14.2
Prm. Gasoline,2003,3.5,6.0,13.3
Reg. Gasoline,2003,3.5,6.0,13.6
Prm. Gasoline,2003,4.5,8.0,15.2
Prm. Gasoline,2003,4.5,8.0,15.2
Reg. Gasoline,2003,3.5,6.0,17.2
Reg. Gasoline,2003,4.2,6.0,17.4
Reg. Gasoline,2003,5.3,8.0,18.8
Prm. Gasoline,2003,3.0,6.0,14.5
Prm. Gasoline,2003,3.0,6.0,14.7
Prm. Gasoline,2003,4.2,8.0,15.4
Prm. Gasoline,2003,4.2,8.0,16.1
Prm. Gasoline,2003,4.0,8.0,15.3
Prm. Gasoline,2003,4.0,8.0,15.3
Prm. Gasoline,2003,4.0,8.0,15.3
Prm. Gasoline,2003,4.0,8.0,16.3
Prm. Gasoline,2003,4.2,8.0,14.9
Prm. Gasoline,2003,4.2,8.0,14.9
Prm. Gasoline,2003,4.2,8.0,16.5
Prm. Gasoline,2003,4.2,8.0,16.5
Prm. Gasoline,2003,2.5,6.0,14.0
Prm. Gasoline,2003,2.5,6.0,13.6
Prm. Gasoline,2003,3.0,6.0,14.7
Prm. Gasoline,2003,3.0,6.0,14.5
Reg. Gasoline,2003,4.0,6.0,16.4
Reg. Gasoline,2003,4.7,8.0,17.1
Reg. Gasoline,2003,2.4,4.0,13.4
Reg. Gasoline,2003,3.7,6.0,15.0
Reg. Gasoline,2003,3.7,6.0,16.1
Reg. Gasoline,2003,2.4,4.0,14.5
Reg. Gasoline,2003,2.4,4.0,14.4
Reg. Gasoline,2003,4.0,6.0,16.4
Reg. Gasoline,2003,4.0,6.0,16.0
Reg. Gasoline,2003,2.4,4.0,12.3
Reg. Gasoline,2003,2.4,4.0,11.8
Reg. Gasoline,2003,2.7,6.0,13.2
Reg. Gasoline,2003,2.7,6.0,13.1
Reg. Gasoline,2003,1.6,4.0,10.6
Reg. Gasoline,2003,1.6,4.0,10.2
Reg. Gasoline,2003,3.5,6.0,17.1
Reg. Gasoline,2003,3.5,6.0,17.2
Reg. Gasoline,2003,3.5,6.0,17.8
Reg. Gasoline,2003,1.8,4.0,12.3
Reg. Gasoline,2003,1.8,4.0,11.4
Prm. Gasoline,2003,4.6,8.0,21.6
Reg. Gasoline,2003,2.5,6.0,15.4
Reg. Gasoline,2003,2.5,6.0,15.4
Prm. Gasoline,2003,4.4,8.0,21.3
Reg. Gasoline,2003,3.0,6.0,12.9
Prm. Gasoline,2003,3.0,6.0,14.7
Prm. Gasoline,2003,4.3,8.0,14.9
Prm. Gasoline,2003,3.0,6.0,14.7
Prm. Gasoline,2003,4.3,8.0,14.9
Prm. Gasoline,2003,3.0,6.0,14.7
Prm. Gasoline,2003,3.0,6.0,14.8
Prm. Gasoline,2003,4.3,8.0,14.5
Reg. Gasoline,2003,4.7,8.0,19.8
Reg. Gasoline,2003,3.0,6.0,14.6
Prm. Gasoline,2003,4.3,8.0,14.9
Reg. Gasoline,2003,4.6,8.0,19.6
Prm. Gasoline,2003,3.0,6.0,13.4
Prm. Gasoline,2003,3.9,8.0,15.0
Prm. Gasoline,2003,3.0,6.0,13.2
Prm. Gasoline,2003,3.9,8.0,14.8
Reg. Gasoline,2003,4.6,8.0,15.3
Prm. Gasoline,2003,4.2,8.0,22.5
Prm. Gasoline,2003,4.2,8.0,23.1
Prm. Gasoline,2003,4.2,8.0,22.5
Prm. Gasoline,2003,4.2,8.0,23.1
Reg. Gasoline,2003,2.3,4.0,11.8
Reg. Gasoline,2003,2.3,4.0,11.2
Reg. Gasoline,2003,3.0,6.0,15.5
Reg. Gasoline,2003,3.0,6.0,14.3
Reg. Gasoline,2003,3.0,6.0,15.5
Ethanol (E85),2003,3.0,6.0,20.4
Reg. Gasoline,2003,4.0,6.0,17.1
Reg. Gasoline,2003,4.0,6.0,17.1
Reg. Gasoline,2003,4.0,6.0,17.1
Reg. Gasoline,2003,4.0,6.0,17.1
Prm. Gasoline,2003,2.0,4.0,11.4
Reg. Gasoline,2003,3.0,6.0,15.1
Prm. Gasoline,2003,1.8,4.0,12.0
Prm. Gasoline,2003,1.8,4.0,11.5
Prm. Gasoline,2003,1.8,4.0,11.8
Reg. Gasoline,2003,1.6,4.0,10.6
Reg. Gasoline,2003,1.6,4.0,9.8
Reg. Gasoline,2003,2.0,4.0,11.3
Reg. Gasoline,2003,2.0,4.0,11.3
Reg. Gasoline,2003,2.0,4.0,11.0
Reg. Gasoline,2003,2.0,4.0,11.7
Reg. Gasoline,2003,3.0,6.0,13.8
Reg. Gasoline,2003,2.0,4.0,12.2
Reg. Gasoline,2003,3.0,6.0,14.7
Prm. Gasoline,2003,1.8,4.0,11.4
Prm. Gasoline,2003,1.8,4.0,12.7
Prm. Gasoline,2003,2.6,6.0,13.7
Prm. Gasoline,2003,2.6,6.0,15.3
Prm. Gasoline,2003,2.6,6.0,13.8
Prm. Gasoline,2003,2.6,6.0,13.7
Prm. Gasoline,2003,2.6,6.0,15.6
Prm. Gasoline,2003,2.6,6.0,13.8
Prm. Gasoline,2003,3.2,6.0,15.9
Prm. Gasoline,2003,3.2,6.0,13.3
Prm. Gasoline,2003,3.2,6.0,13.8
Prm. Gasoline,2003,3.2,6.0,13.4
Prm. Gasoline,2003,3.2,6.0,13.8
Prm. Gasoline,2003,3.2,6.0,13.7
Prm. Gasoline,2003,3.2,6.0,13.5
Prm. Gasoline,2003,4.3,8.0,14.9
Prm. Gasoline,2003,5.0,8.0,16.2
Prm. Gasoline,2003,3.2,6.0,13.7
Prm. Gasoline,2003,5.0,8.0,16.2
Prm. Gasoline,2003,5.0,8.0,20.8
Prm. Gasoline,2003,3.2,6.0,16.9
Prm. Gasoline,2003,5.0,8.0,18.6
Prm. Gasoline,2003,5.0,8.0,17.0
Prm. Gasoline,2003,5.5,8.0,19.1
Prm. Gasoline,2003,2.3,4.0,12.2
Prm. Gasoline,2003,2.3,4.0,13.7
Prm. Gasoline,2003,3.2,6.0,15.2
Prm. Gasoline,2003,3.2,6.0,13.2
Prm. Gasoline,2003,3.2,6.0,15.2
Prm. Gasoline,2003,1.6,4.0,10.3
Prm. Gasoline,2003,1.6,4.0,9.6
Prm. Gasoline,2003,1.6,4.0,10.9
Reg. Gasoline,2003,2.4,4.0,12.8
Reg. Gasoline,2003,2.4,4.0,12.8
Reg. Gasoline,2003,2.4,4.0,11.5
Prm. Gasoline,2003,3.0,6.0,13.4
Prm. Gasoline,2003,3.0,6.0,13.0
Reg. Gasoline,2003,2.4,4.0,13.2
Reg. Gasoline,2003,2.4,4.0,11.7
Prm. Gasoline,2003,3.0,6.0,13.4
Prm. Gasoline,2003,3.0,6.0,13.1
Reg. Gasoline,2003,2.4,4.0,12.8
Prm. Gasoline,2003,3.0,6.0,13.2
Reg. Gasoline,2003,2.0,4.0,11.1
Reg. Gasoline,2003,2.0,4.0,10.2
Prm. Gasoline,2003,3.8,6.0,17.9
Reg. Gasoline,2003,3.0,6.0,15.5
Reg. Gasoline,2003,3.5,6.0,15.7
Reg. Gasoline,2003,2.4,4.0,12.9
Reg. Gasoline,2003,2.4,4.0,13.4
Prm. Gasoline,2003,3.5,6.0,14.4
Prm. Gasoline,2003,3.5,6.0,13.4
Reg. Gasoline,2003,2.5,4.0,11.8
Reg. Gasoline,2003,2.5,4.0,11.5
Reg. Gasoline,2003,3.5,6.0,13.9
Reg. Gasoline,2003,3.5,6.0,12.7
Reg. Gasoline,2003,2.4,4.0,13.4
Reg. Gasoline,2003,2.4,4.0,12.1
Reg. Gasoline,2003,3.3,6.0,16.1
Reg. Gasoline,2003,3.3,6.0,15.3
Prm. Gasoline,2003,3.3,6.0,17.2
Reg. Gasoline,2003,3.3,6.0,16.3
Reg. Gasoline,2003,3.3,6.0,15.4
Prm. Gasoline,2003,3.3,6.0,17.2
Reg. Gasoline,2003,3.5,6.0,13.6
Reg. Gasoline,2003,3.5,6.0,12.7
Reg. Gasoline,2003,3.5,6.0,13.4
Reg. Gasoline,2003,3.5,6.0,17.2
Reg. Gasoline,2003,3.5,6.0,15.9
Reg. Gasoline,2003,1.8,4.0,9.6
Reg. Gasoline,2003,1.8,4.0,9.6
Reg. Gasoline,2003,2.5,4.0,11.8
Reg. Gasoline,2003,2.5,4.0,11.4
Reg. Gasoline,2003,2.5,4.0,11.5
Reg. Gasoline,2003,3.3,6.0,16.5
Reg. Gasoline,2003,3.3,6.0,15.7
Prm. Gasoline,2003,3.3,6.0,17.2
Prm. Gasoline,2003,3.3,6.0,17.7
Reg. Gasoline,2003,2.2,4.0,11.5
Reg. Gasoline,2003,2.2,4.0,11.4
Reg. Gasoline,2003,3.4,6.0,12.5
Reg. Gasoline,2003,4.0,8.0,15.1
Reg. Gasoline,2003,4.2,6.0,17.4
Reg. Gasoline,2003,3.4,6.0,13.6
Reg. Gasoline,2003,3.4,6.0,14.7
Reg. Gasoline,2003,3.4,6.0,13.8
Reg. Gasoline,2003,3.4,6.0,14.7
Reg. Gasoline,2003,3.8,6.0,13.5
Prm. Gasoline,2003,3.8,6.0,14.9
Reg. Gasoline,2003,2.2,4.0,11.4
Reg. Gasoline,2003,2.2,4.0,11.4
Reg. Gasoline,2003,3.4,6.0,12.5
Reg. Gasoline,2003,3.1,6.0,13.0
Reg. Gasoline,2003,3.8,6.0,13.7
Prm. Gasoline,2003,3.8,6.0,14.9
Reg. Gasoline,2003,3.4,6.0,13.6
Reg. Gasoline,2003,3.4,6.0,14.7
Reg. Gasoline,2003,2.2,4.0,11.4
Reg. Gasoline,2003,2.2,4.0,11.4
Reg. Gasoline,2003,1.8,4.0,9.6
Reg. Gasoline,2003,1.8,4.0,8.9
Reg. Gasoline,2003,1.8,4.0,10.4
Prm. Gasoline,2003,1.8,4.0,10.6
Prm. Gasoline,2003,3.6,6.0,14.6
Prm. Gasoline,2003,3.6,6.0,14.9
Prm. Gasoline,2003,3.6,6.0,15.4
Prm. Gasoline,2003,3.6,6.0,15.6
Prm. Gasoline,2003,3.6,6.0,15.5
Prm. Gasoline,2003,3.6,6.0,15.4
Prm. Gasoline,2003,3.6,6.0,14.6
Prm. Gasoline,2003,3.6,6.0,14.7
Prm. Gasoline,2003,3.6,6.0,17.2
Prm. Gasoline,2003,3.6,6.0,14.6
Prm. Gasoline,2003,3.6,6.0,14.7
Prm. Gasoline,2003,3.6,6.0,17.7
Prm. Gasoline,2003,3.6,6.0,17.2
Prm. Gasoline,2003,2.7,6.0,14.9
Prm. Gasoline,2003,2.7,6.0,13.2
Prm. Gasoline,2003,3.2,6.0,15.2
Prm. Gasoline,2003,3.2,6.0,14.4
Prm. Gasoline,2003,4.5,8.0,18.9
Prm. Gasoline,2003,4.5,8.0,20.2
Prm. Gasoline,2003,2.0,4.0,13.8
Prm. Gasoline,2003,2.0,4.0,12.2
Reg. Gasoline,2003,2.0,4.0,12.1
Reg. Gasoline,2003,2.0,4.0,11.8
Prm. Gasoline,2003,2.0,4.0,12.8
Prm. Gasoline,2003,2.0,4.0,12.7
Prm. Gasoline,2003,2.0,4.0,13.8
Prm. Gasoline,2003,2.0,4.0,12.2
Prm. Gasoline,2003,2.3,4.0,13.6
Prm. Gasoline,2003,2.3,4.0,12.8
Prm. Gasoline,2003,2.3,4.0,13.6
Prm. Gasoline,2003,2.3,4.0,12.8
Reg. Gasoline,2003,2.3,4.0,13.5
Reg. Gasoline,2003,2.3,4.0,13.0
Reg. Gasoline,2003,2.3,4.0,13.5
Reg. Gasoline,2003,2.3,4.0,11.7
Reg. Gasoline,2003,2.2,4.0,11.3
Reg. Gasoline,2003,2.2,4.0,11.4
Reg. Gasoline,2003,2.2,4.0,11.5
Reg. Gasoline,2003,2.2,4.0,11.4
Reg. Gasoline,2003,3.0,6.0,13.1
Reg. Gasoline,2003,2.2,4.0,11.5
Reg. Gasoline,2003,2.2,4.0,11.6
Reg. Gasoline,2003,3.0,6.0,13.1
Reg. Gasoline,2003,2.2,4.0,12.3
Reg. Gasoline,2003,2.2,4.0,11.9
Reg. Gasoline,2003,3.0,6.0,13.5
Reg. Gasoline,2003,2.2,4.0,12.8
Reg. Gasoline,2003,3.0,6.0,14.2
Reg. Gasoline,2003,2.5,4.0,12.2
Reg. Gasoline,2003,2.5,4.0,12.8
Prm. Gasoline,2003,2.0,4.0,13.7
Prm. Gasoline,2003,2.0,4.0,13.1
Reg. Gasoline,2003,2.5,4.0,12.9
Reg. Gasoline,2003,2.5,4.0,13.0
Reg. Gasoline,2003,2.5,4.0,12.2
Reg. Gasoline,2003,2.5,4.0,12.9
Prm. Gasoline,2003,3.0,6.0,13.9
Reg. Gasoline,2003,2.5,4.0,12.9
Reg. Gasoline,2003,2.5,4.0,13.3
Reg. Gasoline,2003,2.5,4.0,12.2
Reg. Gasoline,2003,2.5,4.0,12.8
Reg. Gasoline,2003,2.5,4.0,12.2
Reg. Gasoline,2003,2.5,4.0,12.8
Prm. Gasoline,2003,2.0,4.0,13.7
Prm. Gasoline,2003,2.0,4.0,13.1
Reg. Gasoline,2003,2.5,4.0,12.3
Reg. Gasoline,2003,2.5,4.0,12.9
Reg. Gasoline,2003,2.5,4.0,13.3
Reg. Gasoline,2003,2.5,4.0,12.2
Reg. Gasoline,2003,2.5,4.0,12.8
Reg. Gasoline,2003,2.5,4.0,12.3
Reg. Gasoline,2003,2.5,4.0,12.9
Prm. Gasoline,2003,3.0,6.0,13.9
Reg. Gasoline,2003,2.0,4.0,10.4
Reg. Gasoline,2003,2.0,4.0,10.4
Reg. Gasoline,2003,2.0,4.0,10.4
Reg. Gasoline,2003,2.0,4.0,10.2
Reg. Gasoline,2003,2.0,4.0,11.2
Reg. Gasoline,2003,2.0,4.0,10.4
Reg. Gasoline,2003,2.0,4.0,10.4
Reg. Gasoline,2003,2.0,4.0,11.3
Reg. Gasoline,2003,2.0,4.0,10.4
Reg. Gasoline,2003,2.0,4.0,10.4
Reg. Gasoline,2003,2.5,6.0,14.5
Reg. Gasoline,2003,2.5,6.0,13.8
Reg. Gasoline,2003,2.7,6.0,15.4
Reg. Gasoline,2003,2.7,6.0,15.2
Reg. Gasoline,2003,2.0,4.0,11.7
Reg. Gasoline,2003,2.0,4.0,11.8
Reg. Gasoline,2003,2.0,4.0,11.7
Reg. Gasoline,2003,2.0,4.0,11.8
Reg. Gasoline,2003,4.0,6.0,15.3
Reg. Gasoline,2003,4.7,8.0,17.2
Reg. Gasoline,2003,3.0,6.0,12.5
Reg. Gasoline,2003,2.4,4.0,11.6
Reg. Gasoline,2003,2.4,4.0,11.2
Reg. Gasoline,2003,3.0,6.0,13.0
Reg. Gasoline,2003,2.4,4.0,11.6
Reg. Gasoline,2003,3.0,6.0,13.4
Reg. Gasoline,2003,3.0,6.0,14.0
Reg. Gasoline,2003,1.8,4.0,9.6
Reg. Gasoline,2003,1.8,4.0,10.2
Prm. Gasoline,2003,1.8,4.0,11.6
Prm. Gasoline,2003,1.8,4.0,11.6
Reg. Gasoline,2003,1.8,4.0,9.4
Reg. Gasoline,2003,1.8,4.0,8.3
Reg. Gasoline,2003,1.8,4.0,9.6
Reg. Gasoline,2003,1.8,4.0,8.9
Prm. Gasoline,2003,1.8,4.0,10.4
Prm. Gasoline,2003,1.8,4.0,10.6
Reg. Gasoline,2003,1.8,4.0,10.4
Reg. Gasoline,2003,1.5,4.0,8.3
Reg. Gasoline,2003,1.5,4.0,7.8
Reg. Gasoline,2003,2.4,4.0,12.1
Reg. Gasoline,2003,2.4,4.0,13.3
Reg. Gasoline,2003,3.0,6.0,14.6
Reg. Gasoline,2003,1.5,4.0,5.5
Reg. Gasoline,2003,2.0,4.0,12.0
Reg. Gasoline,2003,2.0,4.0,12.1
Reg. Gasoline,2003,4.7,8.0,18.6
Reg. Gasoline,2003,3.0,6.0,13.9
Reg. Gasoline,2003,2.4,4.0,12.3
Reg. Gasoline,2003,2.4,4.0,12.0
Reg. Gasoline,2003,2.7,4.0,14.2
Reg. Gasoline,2003,3.4,6.0,15.6
Reg. Gasoline,2003,2.7,4.0,14.5
Reg. Gasoline,2003,2.7,4.0,14.7
Reg. Gasoline,2003,3.4,6.0,16.2
Reg. Gasoline,2003,3.4,6.0,15.7
Reg. Gasoline,2003,3.4,6.0,16.3
Reg. Gasoline,2003,4.7,8.0,17.6
Reg. Gasoline,2003,4.7,8.0,18.5
Reg. Gasoline,2003,2.8,6.0,15.7
Reg. Gasoline,2003,2.0,4.0,11.5
Reg. Gasoline,2003,2.0,4.0,11.1
Diesel,2003,1.9,4.0,8.1
Diesel,2003,1.9,4.0,6.7
Prm. Gasoline,2003,1.8,4.0,12.2
Prm. Gasoline,2003,1.8,4.0,11.2
Prm. Gasoline,2003,2.8,6.0,12.6
Prm. Gasoline,2003,1.8,4.0,12.2
Prm. Gasoline,2003,1.8,4.0,11.3
Reg. Gasoline,2003,2.0,4.0,11.5
Reg. Gasoline,2003,2.0,4.0,11.1
Prm. Gasoline,2003,2.8,6.0,12.6
Prm. Gasoline,2003,2.8,6.0,12.6
Diesel,2003,1.9,4.0,8.1
Diesel,2003,1.9,4.0,6.7
Prm. Gasoline,2003,1.8,4.0,12.2
Prm. Gasoline,2003,1.8,4.0,11.3
Reg. Gasoline,2003,2.0,4.0,12.0
Reg. Gasoline,2003,2.0,4.0,11.3
Diesel,2003,1.9,4.0,8.2
Diesel,2003,1.9,4.0,6.7
Prm. Gasoline,2003,1.8,4.0,11.7
Prm. Gasoline,2003,1.8,4.0,11.0
Reg. Gasoline,2003,2.0,4.0,11.5
Reg. Gasoline,2003,2.0,4.0,11.1
Prm. Gasoline,2003,1.8,4.0,12.3
Prm. Gasoline,2003,1.8,4.0,10.9
Reg. Gasoline,2003,2.0,4.0,12.2
Reg. Gasoline,2003,2.0,4.0,11.3
Diesel,2003,1.9,4.0,8.1
Diesel,2003,1.9,4.0,6.7
Prm. Gasoline,2003,1.8,4.0,12.5
Prm. Gasoline,2003,1.8,4.0,12.1
Prm. Gasoline,2003,2.8,6.0,13.7
Prm. Gasoline,2003,2.8,6.0,13.4
Prm. Gasoline,2003,2.8,6.0,14.3
Prm. Gasoline,2003,4.0,8.0,15.4
Prm. Gasoline,2003,4.0,6.0,15.6
Prm. Gasoline,2003,2.8,6.0,14.3
Prm. Gasoline,2003,4.0,8.0,15.4
Prm. Gasoline,2003,4.0,6.0,15.6
Prm. Gasoline,2003,1.8,4.0,12.5
Prm. Gasoline,2003,1.8,4.0,12.1
Prm. Gasoline,2003,2.8,6.0,13.7
Prm. Gasoline,2003,2.8,6.0,13.4
Prm. Gasoline,2003,2.3,5.0,13.4
Prm. Gasoline,2003,2.3,5.0,13.4
Prm. Gasoline,2003,2.4,5.0,13.5
Prm. Gasoline,2003,1.9,4.0,12.3
Prm. Gasoline,2003,2.4,5.0,12.1
Prm. Gasoline,2003,2.4,5.0,12.2
Prm. Gasoline,2003,2.4,5.0,12.9
Prm. Gasoline,2003,2.5,5.0,14.3
Prm. Gasoline,2003,2.3,5.0,13.1
Prm. Gasoline,2003,2.3,5.0,13.0
Prm. Gasoline,2003,2.9,6.0,13.4
Prm. Gasoline,2003,2.9,6.0,14.2
Prm. Gasoline,2003,1.9,4.0,12.3
Prm. Gasoline,2003,2.4,5.0,12.3
Prm. Gasoline,2003,2.4,5.0,12.2
Prm. Gasoline,2003,2.4,5.0,13.5
Prm. Gasoline,2003,2.5,5.0,14.3
Prm. Gasoline,2003,2.3,5.0,13.1
Prm. Gasoline,2003,2.3,5.0,13.4
Prm. Gasoline,2003,2.5,5.0,14.3
Prm. Gasoline,2003,2.5,5.0,14.9
Prm. Gasoline,2003,2.9,6.0,17.3
Reg. Gasoline,2004,1.7,4.0,9.2
Reg. Gasoline,2004,1.7,4.0,9.1
Prm. Gasoline,2004,3.2,6.0,13.1
Prm. Gasoline,2004,3.2,6.0,13.2
Prm. Gasoline,2004,3.5,6.0,14.6
Prm. Gasoline,2004,3.5,6.0,15.7
Prm. Gasoline,2004,3.2,6.0,15.1
Reg. Gasoline,2004,2.0,4.0,10.6
Reg. Gasoline,2004,2.0,4.0,10.0
Prm. Gasoline,2004,2.0,4.0,11.1
Prm. Gasoline,2004,2.4,4.0,11.7
Prm. Gasoline,2004,2.4,4.0,12.3
Prm. Gasoline,2004,1.8,4.0,11.6
Prm. Gasoline,2004,1.8,4.0,11.6
Prm. Gasoline,2004,1.8,4.0,13.2
Prm. Gasoline,2004,1.8,4.0,12.6
Prm. Gasoline,2004,3.0,6.0,14.4
Prm. Gasoline,2004,3.0,6.0,15.1
Prm. Gasoline,2004,1.8,4.0,11.6
Prm. Gasoline,2004,3.0,6.0,13.0
Prm. Gasoline,2004,3.0,6.0,14.4
Prm. Gasoline,2004,1.8,4.0,13.2
Prm. Gasoline,2004,1.8,4.0,12.7
