Model Year,Make,Model,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,Fuel Consumption Comb (mpg),CO2 Emissions
2010,VOLKSWAGEN,TOUAREG TDI (modified),SUV,3.0,6.0,AS6,Diesel,13.1,9.8,11.4,25.0,316
2011,AUDI,A3 TDI (modified),STATION WAGON - SMALL,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2011,AUDI,Q7 TDI (modified),SUV,3.0,6.0,AS8,Diesel,13.8,9.8,11.7,24.0,316
2011,BMW,335d,COMPACT,3.0,6.0,A6,Diesel,10.3,6.5,8.6,33.0,232
2011,BMW,X5 xDRIVE35d,SUV,3.0,6.0,A6,Diesel,12.3,9.0,10.9,26.0,294
2011,MERCEDES-BENZ,E 350 BLUETEC,MID-SIZE,3.0,6.0,A7,Diesel,11.1,7.3,9.4,30.0,254
2011,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV,3.0,6.0,A7,Diesel,13.9,10.4,12.3,23.0,332
2011,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV,3.0,6.0,A7,Diesel,12.6,9.5,11.2,25.0,302
2011,MERCEDES-BENZ,R 350 BLUETEC 4MATIC,SUV,3.0,6.0,A7,Diesel,13.0,9.7,11.5,25.0,311
2011,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2011,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2011,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2011,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2011,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2011,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2011,VOLKSWAGEN,TOUAREG TDI (modified),SUV,3.0,6.0,AS8,Diesel,12.4,9.0,10.6,27.0,288
2012,AUDI,A3 TDI (modified),STATION WAGON - SMALL,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2012,AUDI,Q7 TDI (modified),SUV,3.0,6.0,AS8,Diesel,13.8,9.8,11.7,24.0,316
2012,BMW,X5 xDRIVE35d,SUV,3.0,6.0,A6,Diesel,12.2,9.0,10.8,26.0,292
2012,MERCEDES-BENZ,E 350 BLUETEC,MID-SIZE,3.0,6.0,A7,Diesel,10.8,7.1,9.1,31.0,246
2012,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV,3.0,6.0,A7,Diesel,14.3,10.9,12.7,22.0,343
2012,MERCEDES-BENZ,M 350 BLUETEC 4MATIC,SUV,3.0,6.0,A7,Diesel,11.9,8.7,10.5,27.0,284
2012,MERCEDES-BENZ,R 350 BLUETEC 4MATIC,SUV,3.0,6.0,A7,Diesel,13.2,9.7,11.6,24.0,313
2012,MERCEDES-BENZ,S 350 BLUETEC 4MATIC,FULL-SIZE,3.0,6.0,A7,Diesel,11.6,7.5,9.8,29.0,265
2012,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2012,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2012,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2012,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2012,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2012,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2012,VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4.0,AS6,Diesel,7.8,5.9,6.9,41.0,180
2012,VOLKSWAGEN,TOUAREG TDI (modified),SUV,3.0,6.0,AS8,Diesel,12.4,9.0,10.6,27.0,288
2013,AUDI,A3 TDI (modified),STATION WAGON - SMALL,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2013,AUDI,Q7 TDI (modified),SUV - STANDARD,3.0,6.0,AS8,Diesel,12.4,8.7,10.7,26.0,290
2013,BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6.0,A6,Diesel,12.1,8.9,10.7,26.0,289
2013,MERCEDES-BENZ,E 350 BLUETEC,MID-SIZE,3.0,6.0,AS7,Diesel,10.8,7.1,9.1,31.0,246
2013,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Diesel,12.3,9.0,10.9,26.0,294
2013,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Diesel,11.8,8.5,10.3,27.0,278
2013,MERCEDES-BENZ,R 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Diesel,13.2,9.7,11.6,24.0,313
2013,MERCEDES-BENZ,S 350 BLUETEC 4MATIC,FULL-SIZE,3.0,6.0,AS7,Diesel,11.6,7.5,9.8,29.0,265
2013,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6.0,A8,Diesel,11.8,8.1,10.2,28.0,277
2013,VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4.0,AS6,Diesel,8.4,5.9,7.4,38.0,200
2013,VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.8,6.1,7.7,37.0,208
2013,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2013,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2013,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2013,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2013,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,AS6,Diesel,8.1,6.4,7.4,38.0,198
2013,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2013,VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4.0,AS6,Diesel,7.8,5.9,6.9,41.0,180
2013,VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6.0,AS8,Diesel,11.8,8.1,10.2,28.0,277
2014,AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.2,8.1,35.0,217
2014,AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.2,8.1,35.0,217
2014,AUDI,A8 TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.5,8.4,34.0,224
2014,AUDI,A8L TDI (modified),FULL-SIZE,3.0,6.0,AS8,Diesel,9.8,6.5,8.4,34.0,224
2014,AUDI,Q5 TDI (modified),SUV - SMALL,3.0,6.0,AS8,Diesel,10.2,7.8,9.0,31.0,244
2014,AUDI,Q7 TDI (modified),SUV - STANDARD,3.0,6.0,AS8,Diesel,12.4,8.7,10.7,26.0,290
2014,BMW,328d xDRIVE,COMPACT,2.0,4.0,A8,Diesel,7.6,5.5,6.7,42.0,181
2014,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,A8,Diesel,7.6,5.5,6.7,42.0,181
2014,BMW,535d xDRIVE,MID-SIZE,3.0,6.0,A8,Diesel,9.2,6.4,7.9,36.0,213
2014,CHEVROLET,CRUZE DIESEL,MID-SIZE,2.0,4.0,AS6,Diesel,8.7,5.1,7.1,40.0,192
2014,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6.0,A8,Diesel,11.2,8.4,9.9,29.0,267
2014,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4.0,AS7,Diesel,8.5,5.7,7.2,39.0,194
2014,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Diesel,13.4,10.2,12.0,24.0,324
2014,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4.0,AS7,Diesel,9.6,7.1,8.5,33.0,230
2014,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Diesel,11.8,8.5,10.3,27.0,278
2014,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6.0,A8,Diesel,11.8,8.1,10.2,28.0,277
2014,RAM,1500 DIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.6,8.4,10.2,28.0,275
2014,RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,12.1,8.8,10.6,27.0,286
2014,VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4.0,A6,Diesel,8.4,5.9,7.4,38.0,200
2014,VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.8,6.1,7.7,37.0,208
2014,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,A6,Diesel,8.1,6.4,7.4,38.0,198
2014,VOLKSWAGEN,GOLF WAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2014,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,A6,Diesel,8.1,6.4,7.4,38.0,198
2014,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,M6,Diesel,8.3,6.0,7.3,39.0,196
2014,VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4.0,A6,Diesel,7.8,5.9,6.9,41.0,180
2014,VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6.0,AS8,Diesel,11.8,8.1,10.2,28.0,277
2015,AUDI,A3 TDI (modified),SUBCOMPACT,2.0,4.0,AM6,Diesel,7.6,5.5,6.5,43.0,177
2015,AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.2,8.1,35.0,217
2015,AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.2,8.1,35.0,217
2015,AUDI,A8 TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.5,8.4,34.0,224
2015,AUDI,A8L TDI (modified),FULL-SIZE,3.0,6.0,AS8,Diesel,9.8,6.5,8.4,34.0,224
2015,AUDI,Q5 TDI (modified),SUV - SMALL,3.0,6.0,AS8,Diesel,10.2,7.8,9.0,31.0,244
2015,AUDI,Q7 TDI (modified),SUV - STANDARD,3.0,6.0,AS8,Diesel,12.4,8.7,10.7,26.0,290
2015,BMW,328d xDRIVE SEDAN,COMPACT,2.0,4.0,AS8,Diesel,7.6,5.5,6.7,42.0,181
2015,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,Diesel,7.6,5.5,6.7,42.0,181
2015,BMW,535d xDRIVE SEDAN,MID-SIZE,3.0,6.0,AS8,Diesel,9.2,6.3,7.9,36.0,213
2015,BMW,740Ld xDRIVE SEDAN,FULL-SIZE,3.0,6.0,AS8,Diesel,10.2,7.1,8.8,32.0,238
2015,BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4.0,AS8,Diesel,8.6,6.9,7.9,36.0,213
2015,BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6.0,AS8,Diesel,9.9,7.2,8.7,32.0,235
2015,CHEVROLET,CRUZE DIESEL,MID-SIZE,2.0,4.0,AS6,Diesel,8.7,5.1,7.1,40.0,192
2015,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6.0,A8,Diesel,11.2,8.4,9.9,29.0,267
2015,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4.0,AS7,Diesel,8.6,5.9,7.4,38.0,200
2015,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Diesel,13.6,10.0,12.0,24.0,324
2015,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4.0,AS7,Diesel,9.6,7.0,8.5,33.0,230
2015,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Diesel,11.8,8.5,10.3,27.0,278
2015,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6.0,A8,Diesel,11.8,8.1,10.2,28.0,277
2015,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.5,8.4,10.1,28.0,273
2015,RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.3,8.0,9.8,29.0,265
2015,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,12.1,8.8,10.6,27.0,286
2015,VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4.0,AM6,Diesel,7.6,5.7,6.9,41.0,183
2015,VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4.0,M6,Diesel,7.6,5.7,6.9,41.0,184
2015,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4.0,AM6,Diesel,7.6,5.5,6.5,43.0,177
2015,VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4.0,M6,Diesel,7.8,5.2,6.5,43.0,178
2015,VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,AM6,Diesel,7.6,5.6,6.7,42.0,180
2015,VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4.0,M6,Diesel,7.6,5.5,6.7,42.0,179
2015,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,AM6,Diesel,7.6,5.2,6.5,43.0,175
2015,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4.0,M6,Diesel,7.6,5.1,6.5,43.0,176
2015,VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4.0,AM6,Diesel,7.8,5.6,6.9,41.0,185
2015,VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4.0,M6,Diesel,7.8,5.3,6.7,42.0,182
2015,VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6.0,AS8,Diesel,11.8,8.1,10.2,28.0,277
2016,AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.4,6.2,7.8,36.0,213
2016,AUDI,A7 QUATTRO TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.4,6.2,7.8,36.0,213
2016,AUDI,A8 QUATTRO TDI (modified),MID-SIZE,3.0,6.0,AS8,Diesel,9.8,6.5,8.4,34.0,224
2016,AUDI,Q5 QUATTRO TDI (modified),SUV - SMALL,3.0,6.0,AS8,Diesel,10.2,7.8,9.0,31.0,244
2016,BMW,328d xDRIVE,COMPACT,2.0,4.0,AS8,Diesel,7.7,5.7,6.8,42.0,183
2016,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,Diesel,7.7,5.7,6.8,42.0,183
2016,BMW,535d xDRIVE,MID-SIZE,3.0,6.0,AS8,Diesel,9.2,6.3,7.9,36.0,212
2016,BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4.0,AS8,Diesel,8.6,6.9,7.9,36.0,211
2016,BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6.0,AS8,Diesel,10.0,7.6,8.9,32.0,233
2016,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,10.8,7.7,9.4,30.0,252
2016,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,12.0,8.2,10.3,27.0,277
2016,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,10.8,7.7,9.4,30.0,252
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,12.0,8.2,10.3,27.0,277
2016,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6.0,A8,Diesel,11.2,8.4,9.9,29.0,267
2016,LAND ROVER,RANGE ROVER TD6 DIESEL,SUV - STANDARD,3.0,6.0,AS8,Diesel,10.6,8.1,9.4,30.0,254
2016,LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,SUV - STANDARD,3.0,6.0,AS8,Diesel,10.6,8.1,9.4,30.0,254
2016,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4.0,AS7,Diesel,8.6,6.0,7.4,38.0,200
2016,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6.0,AS7,Diesel,13.6,10.0,12.0,24.0,322
2016,MERCEDES-BENZ,GLE 350d 4MATIC,SUV - STANDARD,3.0,6.0,A9,Diesel,10.1,8.0,9.2,31.0,246
2016,MERCEDES-BENZ,GLE 350d 4MATIC COUPE,SUV - STANDARD,3.0,6.0,A9,Diesel,10.4,8.2,9.4,30.0,253
2016,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6.0,A8,Diesel,11.2,8.4,9.8,29.0,270
2016,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.6,8.4,10.2,28.0,272
2016,RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.3,8.0,9.8,29.0,264
2016,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,12.1,8.8,10.6,27.0,283
2016,VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6.0,AS8,Diesel,11.2,8.4,9.8,29.0,270
2017,BMW,328d xDRIVE,COMPACT,2.0,4.0,AS8,Diesel,7.9,5.9,7.0,40.0,189
2017,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,Diesel,7.9,5.9,7.0,40.0,189
2017,BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4.0,AS8,Diesel,8.7,7.1,8.0,35.0,211
2017,BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6.0,AS8,Diesel,10.3,8.0,9.3,30.0,249
2017,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,10.8,7.9,9.5,30.0,255
2017,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,12.1,8.4,10.4,27.0,280
2017,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,12.5,10.7,11.7,24.0,315
2017,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4.0,A9,Diesel,7.6,5.0,6.4,44.0,172
2017,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4.0,M6,Diesel,7.7,4.5,6.3,45.0,169
2017,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,10.8,7.9,9.5,30.0,255
2017,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,12.1,8.4,10.4,27.0,280
2017,JAGUAR,XE 20d AWD,COMPACT,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2017,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2017,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.8,8.6,10.4,27.0,278
2017,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,12.3,8.8,10.8,26.0,289
2018,BMW,328d xDrive,COMPACT,2.0,4.0,AS8,Diesel,7.8,5.9,7.0,40.0,184
2018,BMW,328d xDrive Touring,STATION WAGON: SMALL,2.0,4.0,AS8,Diesel,7.8,5.9,7.0,40.0,184
2018,BMW,X5 xDrive35d,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.3,8.0,9.3,30.0,246
2018,CHEVROLET,Colorado,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,10.8,8.0,9.6,29.0,257
2018,CHEVROLET,Colorado 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.1,8.3,10.4,27.0,279
2018,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.5,10.7,11.7,24.0,315
2018,CHEVROLET,Cruze Diesel,COMPACT,1.6,4.0,A9,Diesel,7.7,5.0,6.5,43.0,175
2018,CHEVROLET,Cruze Diesel,COMPACT,1.6,4.0,M6,Diesel,7.8,4.6,6.3,45.0,170
2018,CHEVROLET,Cruze Hatchback Diesel,MID-SIZE,1.6,4.0,A9,Diesel,7.8,5.2,6.6,43.0,178
2018,CHEVROLET,Cruze Hatchback Diesel,MID-SIZE,1.6,4.0,M6,Diesel,8.1,4.9,6.7,42.0,180
2018,CHEVROLET,Equinox,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.0,7.4,38.0,198
2018,CHEVROLET,Equinox AWD,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.1,7.4,38.0,198
2018,FORD,F-150,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,10.8,8.0,9.5,30.0,256
2018,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,10.8,8.4,9.7,29.0,260
2018,FORD,F-150 4X4,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.8,9.3,10.7,26.0,288
2018,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.8,9.3,10.7,26.0,288
2018,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.2,8.4,9.9,29.0,266
2018,GMC,Canyon,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,10.8,8.0,9.6,29.0,257
2018,GMC,Canyon 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.1,8.3,10.4,27.0,279
2018,GMC,Terrain,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.0,7.4,38.0,198
2018,GMC,Terrain AWD,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.1,7.4,38.0,198
2018,JAGUAR,F-PACE 20d,SUV: SMALL,2.0,4.0,AS8,Diesel,8.9,7.2,8.1,35.0,218
2018,JAGUAR,XE 20d AWD,COMPACT,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2018,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2018,JEEP,Grand Cherokee 4X4,SUV: STANDARD,3.0,6.0,A8,Diesel,11.2,8.5,10.0,28.0,268
2018,LAND ROVER,Range Rover Velar,SUV: SMALL,2.0,4.0,AS8,Diesel,9.2,7.8,8.5,33.0,229
2018,RAM,1500 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.8,8.6,10.4,27.0,278
2018,RAM,1500 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,12.3,8.8,10.8,26.0,289
2019,CHEVROLET,Colorado,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,270
2019,CHEVROLET,Colorado 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.2,8.4,10.5,27.0,283
2019,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,13.3,10.6,12.1,23.0,326
2019,CHEVROLET,Cruze Diesel,COMPACT,1.6,4.0,A9,Diesel,7.6,4.9,6.4,44.0,172
2019,CHEVROLET,Cruze Hatchback Diesel,MID-SIZE,1.6,4.0,A9,Diesel,7.8,5.2,6.6,43.0,178
2019,CHEVROLET,Equinox,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.0,7.4,38.0,199
2019,CHEVROLET,Equinox AWD,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.1,7.4,38.0,199
2019,FORD,F-150,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,10.8,8.0,9.5,30.0,256
2019,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,10.8,8.4,9.7,29.0,260
2019,FORD,F-150 4X4,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.8,9.3,10.7,26.0,287
2019,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.8,9.3,10.7,26.0,287
2019,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.2,8.3,9.9,29.0,266
2019,GMC,Canyon,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,270
2019,GMC,Canyon 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.2,8.4,10.5,27.0,283
2019,GMC,Terrain,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.0,7.4,38.0,199
2019,GMC,Terrain AWD,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.1,7.4,38.0,199
2019,JAGUAR,F-PACE 20d,SUV: SMALL,2.0,4.0,AS8,Diesel,8.9,7.2,8.1,35.0,218
2019,JAGUAR,XE 20d AWD,COMPACT,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2019,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2019,JEEP,Grand Cherokee 4X4 EcoDiesel,SUV: STANDARD,3.0,6.0,A8,Diesel,11.2,8.5,10.0,28.0,268
2019,LAND ROVER,Discovery Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,11.3,9.2,10.4,27.0,279
2019,LAND ROVER,Range Rover Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.7,8.3,9.6,29.0,256
2019,LAND ROVER,Range Rover Sport Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.7,8.3,9.6,29.0,256
2019,LAND ROVER,Range Rover Velar D180,SUV: SMALL,2.0,4.0,AS8,Diesel,9.2,7.8,8.5,33.0,229
2019,MAZDA,CX-5 Diesel 4WD,SUV: SMALL,2.2,4.0,AS6,Diesel,8.9,7.9,8.4,34.0,227
2019,RAM,1500 Classic EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.8,8.6,10.4,27.0,278
